sex,year,n,lon,lat
Hona,2015,2,573786.6666666666,7097337.666666667
Hona,2019,3,583435,7114378
Hona,2020,1,568096,7113374
Hona,2015,2,436857,6946174
Hona,2020,2,439968,6946907.5
Hane,2015,4,547047.25,7085808
Hona,2015,5,536389.7142857143,7016440.285714285
Hane,2015,2,554979,7072591
Hane,2016,6,793479.875,7311443.375
Hane,2015,2,486086.5,7139192
Hane,2015,5,401021.8,6963330.8
Hane,2015,2,429432.5,6892639.5
Hane,2015,8,438255.625,7070649.5
Hona,2015,4,514764,6895839.75
Hona,2017,4,520190,6903305.25
Hona,2020,3,515113.5,6904224.75
Hona,2015,2,490197.6666666667,7146054.666666667
Hona,2015,3,420949.44444444444,6904371.111111111
Hona,2020,1,423401,6902872
Hane,2015,4,432213,7004795.25
Hona,2015,2,445889,6996455.5
Hona,2015,2,452142.5,6895366.5
Hona,2020,2,451464,6894876.5
Hona,2015,4,435602.25,6888153
Hona,2015,4,519114.9,7004602.6
Hona,2020,1,518323.28571428574,7004816
Hona,2015,2,514961.5,7138837.5
Hona,2015,7,415664.0909090909,6879573.181818182
Hona,2017,1,417517,6875982
Hona,2020,6,417168.625,6877758
Hane,2015,2,409569.5,7068111.5
Hane,2015,2,512568.5,7116106
Hona,2015,10,499371.71428571426,6976594.357142857
Hona,2015,4,419332,6926972
Hona,2015,1,519524.5,7109892
Hane,2015,12,550001.2727272727,7013259.090909091
Hane,2017,18,380322.275862069,6852089.827586207
Hona,2015,5,542003.4285714285,7117586.285714285
Hona,2015,5,527836.4,7108264.2
Hona,2020,3,525546,7104476.25
Hane,2015,3,513544.6666666667,7137532.333333333
Hona,2015,3,480443,7067713.666666667
Hona,2020,5,477267.2,7058290.8
Hona,2015,7,544514.2222222222,6970040.444444444
Hona,2020,8,544939.0833333334,6967018.666666667
Hane,2015,6,533033.8181818182,7089221.454545454
Hona,2015,3,460279,6946484.666666667
Hane,2015,12,482694.5714285714,6983206.428571428
Hona,2015,2,421694,6858089.5
Hane,2015,1,437953,7004244
Hane,2015,5,604283.2,6970056.8
Hane,2015,5,413010.8333333333,7018920.333333333
Hane,2020,3,433278,7007559.4
Hona,2015,1,532538.5,7043568.5
Hona,2015,8,448034.0714285714,6881082.928571428
Hona,2020,2,453465.5,6873841.5
Hona,2015,4,454613.8333333333,6988526.833333333
Hona,2020,3,457013.5,6992222.25
Hona,2015,3,383828.6666666667,6946468.666666667
Hona,2015,3,571050,6978830
Hona,2015,1,416469,6957856.333333333
Hona,2020,1,412337,6960736
Hona,2015,2,467461,6936627
Hane,2015,16,442823.5294117647,6979284.647058823
Hane,2017,1,407999,6833670
Hane,2015,3,488928.3333333333,7132177.666666667
Hona,2015,2,428380,6848726.666666667
Hona,2020,2,424558,6848330
Hona,2015,2,513611.5,7099517
Hane,2015,3,471132.2,7030675.8
Hane,2015,5,528247.2,6966363.8
Hona,2015,2,536538,7092913.5
Hona,2020,1,537928,7082988
Hane,2015,2,457187,6984818
Hane,2015,11,553197.5555555555,7004336.722222222
Hane,2017,5,500367.6,6848725.2
Hane,2015,2,507270,6888717
Hane,2017,5,513210.6,6878203.4
Hane,2015,3,553841,7026571.333333333
Hane,2015,4,487263.25,6870929
Hona,2015,2,484440.5,6897533.5
Hane,2015,4,454929.6,6917824.2
Hane,2020,8,478939.1,6950569.6
Hona,2015,4,510391.36363636365,7118308.7272727275
Hona,2020,1,511351.5,7114193
Hane,2015,2,514195,7096208.5
Hona,2015,4,413298.75,6943696
Hane,2015,2,574476,7105034
Hona,2015,5,445777,6919506
Hona,2020,1,442497,6942401
Hona,2015,2,430180,6958892
Hona,2020,2,430406,6956801.5
Hane,2015,13,514001.64285714284,6968543.571428572
Hane,2015,2,521472,6946968.5
Hane,2015,7,440167.14285714284,7005931.285714285
Hona,2015,10,454767.7,7048197.5
Hona,2020,4,431431.25,7051488.5
Hane,2015,6,528147.1666666666,6968783.333333333
Hona,2015,3,537872.6666666666,7035704.333333333
Hona,2015,3,559291,7081116
Hona,2015,2,508829.5,7114400
Hona,2020,1,505297,7110822
Hona,2015,3,425639.6666666667,6906660.666666667
Hane,2015,4,421629.8333333333,7011139.833333333
Hona,2015,4,539030,6967332.75
Hona,2020,3,537690,6982398.333333333
Hona,2015,4,561926.25,6968155.25
Hona,2020,8,571560.2222222222,6964163.666666667
Hona,2015,5,432964.3333333333,7007303.333333333
Hona,2020,3,433026,7010060
Hona,2015,6,466917.625,7056129.875
Hona,2020,4,466862,7074936.2
Hona,2015,4,515276.75,7131714
Hona,2019,2,536650.5,7191735
Hona,2015,1,559997.5,7087172.5
Hona,2020,1,549551,7100804
Hona,2015,2,514061.5,7143130.5
Hane,2015,7,544630.7142857143,6960912.285714285
Hane,2020,13,525953.4285714285,6962953.785714285
Hane,2015,2,437448.3333333333,6888978.666666667
Hane,2020,2,450709.5,6894866.5
Hane,2015,3,523438.3333333333,7100961.666666667
Hona,2015,6,554816.75,7064665.625
Hane,2015,2,509453.6666666667,7099095.333333333
Hona,2015,4,411434,6912933.5
Hona,2015,3,470615.5,6855690.25
Hane,2015,10,496914,6960502.947368421
Hane,2020,6,553005.4285714285,6982124
Hona,2015,3,546826,6993385.4
Hona,2020,4,546916.3333333334,6991274.5
Hane,2015,2,469776,6833410.5
Hona,2015,5,476165.4,6950482.4
Hona,2015,2,475928.5,6959182
Hona,2020,3,475737.5,6960409.25
Hona,2015,2,442431.5,6877997
Hona,2020,2,457387,6890399.5
Hona,2015,3,480623.8888888889,6876622.111111111
Hane,2015,3,520643.3333333333,7022960.333333333
Hona,2015,8,518737,7060539.25
Hane,2015,1,433846,6898657.666666667
Hane,2015,2,541388.5,7019476.5
Hane,2015,1,466005,6916321
Hona,2015,1,530626,7041400
Hona,2016,1,615755,7384895
Hane,2016,2,680363,7389139
Hane,2016,1,668426,7307905
Hane,2016,1,766321,7332913
Hona,2016,1,587663,7349062
Hane,2016,1,727317,7315610
Hane,2016,1,723137,7387135
Hane,2016,1,644367,7308401
Hona,2016,1,789727,7377890
Hona,2016,1,671661,7410840
Hona,2016,1,800230,7286612
Hane,2016,1,748570,7548811
Hane,2016,1,664708,7312041
Hane,2016,1,760707,7505037
Hona,2016,1,820367,7528721
Hane,2016,1,832274,7373566
Hona,2016,1,794237,7344336
Hona,2016,1,826453,7413977
Hona,2016,1,858771,7528040
Hane,2016,1,630453,7417118
Hona,2016,1,767224,7376291
Hane,2016,1,820710,7444064
Hane,2016,1,765783,7275473
Hona,2019,1,713730.6666666666,7164553
Hona,2016,1,655644,7421732
Hane,2016,1,843196,7438842
Hane,2016,1,809520,7235191
Hona,2016,1,715927,7395740
Hona,2016,1,633369,7361479
Hane,2016,1,668152,7396051
Hane,2016,1,869094,7429305
Hane,2016,1,863508,7492497
Hane,2016,1,658732,7349453
Hona,2016,1,684524,7413554
Hona,2016,1,722450,7405654
Hane,2016,1,722411,7304012
Hona,2016,1,834370,7491647
Hane,2016,1,664348,7424135
Hona,2016,1,681588,7427407
Hona,2016,1,690172,7374549
Hona,2016,1,694985,7395475
Hona,2016,1,755490,7362317
Hona,2016,1,755933,7549027
Hona,2016,1,814928,7543587
Hona,2016,1,697061,7566097
Hona,2016,1,584863,7371647
Hona,2016,1,816512,7532136
Hane,2016,1,652954,7348419
Hona,2016,1,657227,7400472
Hane,2016,1,687522,7387488
Hona,2016,1,666059,7416673
Hona,2016,1,656227,7421431
Hona,2016,1,648582,7411005
Hona,2016,1,563332,7377492
Hona,2016,1,761424,7328233
Hane,2016,1,606471,7312941
Hona,2016,1,656395,7433342
Hona,2016,1,765920,7393804
Hane,2016,1,824037,7597753
Hane,2016,1,818280,7428356
Hona,2016,1,782243,7528102
Hane,2016,1,829043,7330455
Hane,2016,1,761126,7323659
Hona,2016,1,769740,7441330
Hona,2016,1,651636,7346620
Hane,2016,1,760588,7319814
Hane,2016,1,671285,7334369
Hane,2016,1,668721,7335764
Hona,2016,1,650504,7336707
Hona,2016,1,628110,7422022
Hane,2016,1,765653,7505489
Hona,2016,1,633621,7411928
Hane,2016,1,658589,7346300
Hona,2019,1,650067,7219803
Hane,2016,1,824210,7405887
Hona,2016,1,756028,7322802
Hane,2016,1,623996,7407147
Hona,2016,1,660213,7415814
Hane,2016,1,640278,7364141
Hane,2016,1,731636,7359584
Hona,2016,1,633134,7377384
Hona,2016,1,671465,7402628
Hane,2016,1,838878,7481441
Hona,2016,1,652751,7322123
Hane,2016,1,690857,7339607
Hane,2016,1,763882,7514904
Hane,2016,1,679746,7329964
Hane,2016,1,622125,7411712
Hona,2016,1,707970,7345448
Hane,2016,1,807307,7287939
Hona,2016,1,808683,7527278
Hona,2016,1,619238,7425487
Hona,2016,1,717129,7369202
Hona,2016,1,769044,7503652
Hona,2016,1,769991,7444148
Hane,2016,1,731153,7269118
Hona,2016,1,737619,7556561
Hona,2016,1,828351,7340154
Hane,2016,1,640029,7353035
Hona,2016,1,722190,7414906
Hane,2016,1,610878,7329172
Hona,2016,5,791819.5714285715,7309693.428571428
Hona,2016,2,605282.3333333334,7313173
Hona,2016,6,795088.3333333334,7295560.833333333
Hane,2016,3,687513.3333333334,7340289.333333333
Hona,2016,2,666148,7322285
Hona,2016,3,678817.6666666666,7397628
Hane,2016,4,715708.2,7319380.4
Hona,2016,2,591483.6666666666,7368791.666666667
Hona,2016,2,596244,7366138
Hona,2016,5,753486.6666666666,7318612.833333333
Hane,2016,2,767971,7278308
Hona,2016,3,804637.3333333334,7341237.333333333
Hona,2016,1,627694.5,7414174.5
Hane,2016,2,811683,7530554.5
Hona,2016,5,722044,7341487.571428572
Hona,2016,2,799116,7521324
Hane,2016,2,586886.75,7343244.75
Hane,2016,9,760144.3636363636,7386816
Hane,2016,2,772627.5,7312673.5
Hane,2016,3,735354.6666666666,7301719
Hona,2016,4,731314.5714285715,7373095
Hona,2016,2,751163.5,7289968.5
Hane,2016,1,890080.5,7430624
Hona,2016,2,806246,7283729
Hane,2016,4,769928.75,7518479
Hona,2016,7,771293.125,7273908.875
Hane,2016,2,688054.5,7432579.5
Hane,2016,2,857091,7472176
Hane,2016,4,805299.2,7280810.8
Hane,2016,5,796724.7142857143,7287447.857142857
Hona,2016,2,748309,7327007
Hona,2016,2,770862,7516849.5
Hona,2016,4,743144,7395324
Hane,2016,2,834097,7534428
Hane,2016,2,836434,7542886
Hona,2016,3,679693.75,7423955.5
Hane,2016,4,727931.75,7271275.75
Hane,2016,1,789872,7376840.5
Hona,2016,2,692851.5,7312178
Hona,2016,2,856733.5,7533838
Hane,2016,3,675845,7421442.666666667
Hane,2016,2,660424.5,7489263
Hane,2016,4,846097.5,7414270
Hona,2016,3,737659.75,7494045
Hona,2016,5,599272.6666666666,7328752
Hane,2016,2,796183,7338451
Hane,2016,5,720992.8,7363212.4
Hona,2016,2,816182.5,7389118.5
Hona,2016,2,763644.5,7277412.5
Hane,2016,3,700191.75,7333153
Hona,2016,4,724291.4,7278005
Hona,2016,2,802148.6666666666,7342161.666666667
Hane,2016,4,746485.75,7380877
Hona,2016,6,776300.5,7513085.5
Hona,2016,2,614828,7425437.5
Hane,2016,2,731207,7362338
Hane,2016,3,782574,7402834
Hona,2016,3,799807,7326228
Hona,2016,2,738053.5,7319882.5
Hona,2016,3,740044.3333333334,7394511.333333333
Hona,2016,2,752922,7566419
Hona,2016,2,686170,7448839.5
Hona,2016,3,679100.3333333334,7420587
Hona,2016,5,834977.4,7378060.2
Hona,2016,3,813241.6666666666,7327719.666666667
Hane,2016,2,809397,7412203.5
Hona,2016,5,793053.2857142857,7313123.571428572
Hane,2016,7,833032.2222222222,7536326.333333333
Hane,2016,2,696972,7385404.5
Hane,2016,2,738324,7391133.666666667
Hane,2016,3,798610,7363717.666666667
Hona,2016,2,755412.5,7526775.5
Hona,2016,2,850350.5,7495113
Hane,2016,2,775987.3333333334,7531311.666666667
Hane,2016,2,746838,7372800
Hane,2016,3,647416.3333333334,7309840.666666667
Hona,2016,1,643086.5,7444987.5
Hona,2016,2,613056,7426306.666666667
Hona,2016,4,709581.75,7331544.75
Hona,2016,2,729577,7366923
Hane,2016,5,764265.2,7314818.4
Hane,2016,4,803441.25,7287478
Hona,2016,2,753758,7335599.5
Hona,2016,2,695582,7383765.5
Hane,2016,2,668593,7394813.5
Hane,2016,2,709497.5,7236509
Hona,2016,5,792154.6666666666,7544503.833333333
Hane,2016,4,773310.75,7458089.75
Hona,2016,4,792287.75,7338947.75
Hane,2016,2,789894,7487853.333333333
Hane,2016,4,694898.2,7320384.6
Hona,2016,3,836203.6666666666,7533601.666666667
Hona,2016,2,716540.5,7381811
Hona,2016,3,757939.6666666666,7343921
Hona,2016,4,828214.75,7437802.5
Hane,2016,7,879486.8571428572,7356152.857142857
Hona,2016,4,727151.5,7325655
Hane,2016,2,719833.5,7335864
Hona,2016,4,789201.75,7296041
Hona,2016,1,773128.5,7250890
Hona,2016,2,716813.5,7299662
Hona,2016,3,773606.3333333334,7503395.666666667
Hona,2016,4,725595.75,7457335.5
Hane,2016,4,749154.2,7538225.6
Hona,2016,2,657519.5,7435355.5
Hane,2016,3,761757.6666666666,7315928.333333333
Hona,2016,2,663622.5,7312740
Hona,2016,2,838100,7367013.5
Hona,2016,3,823822.3333333334,7326307.333333333
Hona,2016,3,762824.5,7317519.25
Hona,2016,2,786164.5,7303558.5
Hane,2016,3,710754.2,7421846
Hane,2016,3,804662.25,7523283.5
Hona,2016,4,832942.6,7355174
Hona,2016,2,845987.6666666666,7344517.666666667
Hona,2016,4,771216.8,7537023.2
Hona,2016,3,619608.3333333334,7364047
Hona,2016,4,744807.75,7377783.25
Hane,2016,3,749690.25,7332849
Hane,2016,4,803162.6,7473331.2
Hona,2016,3,734666.3333333334,7260493.666666667
Hona,2016,2,851499.5,7560285
Hona,2016,4,774571.75,7491581.75
Hane,2016,2,631287.5,7365038.5
Hona,2016,4,843163.25,7342078.25
Hane,2016,4,815075.64,7467124.28
Hona,2016,4,775954.75,7530195.75
Hane,2016,5,662476.8,7303918.8
Hane,2016,2,782021,7272259
Hona,2016,3,645944.3333333334,7318819.666666667
Hona,2016,2,757912.3333333334,7505321
Hane,2016,2,827508.5,7379699
Hane,2016,4,842519.5,7471107.75
Hona,2016,4,791503,7337764.6
Hane,2016,4,780268,7271011.75
Hona,2016,2,631249.5,7344933
Hona,2016,3,741687.6666666666,7403142.666666667
Hona,2016,2,743359.3333333334,7329908
Hona,2016,9,811282.25,7459564.75
Hane,2016,8,763673.75,7346691.25
Hane,2016,3,771255.3333333334,7277984.666666667
Hane,2020,1,648791.5,7003009.5
Hona,2016,4,800109.75,7299305.25
Hona,2016,3,791252.6666666666,7287570.333333333
Hane,2016,3,728960,7264893.25
Hona,2016,2,697060,7384107
Hona,2016,2,610769,7364442.5
Hane,2016,3,765557.3333333334,7266351.666666667
Hona,2016,3,612915,7327894
Hona,2016,3,634663.25,7349981.75
Hane,2016,2,761182,7505223.5
Hona,2016,2,734328,7319835
Hane,2016,2,754875,7391229.333333333
Hona,2016,2,654473.6666666666,7348357.333333333
Hona,2016,2,806701,7370463
Hona,2016,2,709264.5,7368417.5
Hona,2016,2,837479.3333333334,7395963.333333333
Hona,2016,6,783465.6666666666,7298185
Hona,2016,3,717046.75,7316131.75
Hona,2016,3,728108.3333333334,7345190.333333333
Hona,2016,2,838830,7543428
Hona,2016,2,602104,7327035
Hona,2016,4,806242.8,7288397
Hane,2016,2,703679,7490239.5
Hona,2016,3,731391.25,7322849
Hona,2016,2,692376,7329793.5
Hane,2016,3,681384,7331956
Hona,2016,1,779254,7285694
Hona,2016,1,835006,7376286
Hona,2016,1,833483,7441074
Hona,2016,1,842886,7345975
Hane,2016,1,777477,7275554
Hane,2016,1,787491,7315749
Hona,2016,1,833710,7521070
Hane,2016,1,839727,7491418
Hona,2016,1,723235,7381674
Hona,2016,4,841759.1666666666,7397591.5
Hona,2016,3,646930.6666666666,7348130.333333333
Hane,2016,2,669378.5,7420042.5
Hane,2016,2,792834,7372796.5
Hona,2016,3,868616.6666666666,7469322.666666667
Hane,2016,2,690972.5,7398862.5
Hona,2016,8,799634.0833333334,7306162.083333333
Hane,2016,4,763322.5,7321484.25
Hona,2016,3,827084.3333333334,7514865
Hane,2016,2,862447.5,7365665
Hane,2016,3,734302.75,7328206.5
Hane,2017,1,562442,6796706
Hane,2017,1,373478,6860094
Hona,2017,2,394317,6802710
Hane,2017,1,393825,6801897
Hane,2017,1,388925,6804178
Hona,2017,2,370496.3333333333,6858146.666666667
Hona,2017,1,421209,6819048
Hona,2017,2,524198.3333333333,6808315
Hona,2017,1,495491,6813212
Hane,2017,5,570340.75,6766104
Hona,2017,4,522422.2,6810713.8
Hona,2017,1,481401,6790091
Hona,2017,1,459308,6781151
Hane,2017,6,529359.8333333334,6767300.833333333
Hona,2017,1,422912,6788096
Hane,2017,2,402981.5,6708145.5
Hona,2017,2,520303.5,6839047
Hona,2017,3,600264.6666666666,6762947
Hona,2017,1,382194.6666666667,6740997
Hane,2017,1,381501.75,6741156.5
Hane,2017,1,441876,6637274
Hane,2017,1,412648,6694959
Hane,2017,1,413902,6693352
Hane,2017,2,395689.5,6783779
Hane,2017,2,381761.1666666667,6743215.333333333
Hona,2017,2,381306,6742271
Hane,2017,2,515384,6646935.5
Hane,2017,6,522263.3333333333,6644193
Hona,2017,2,452302.5,6702059.5
Hona,2017,4,501060,6778830
Hane,2017,1,543582,6746657
Hona,2017,3,496889.4,6754586.8
Hane,2017,3,495392.75,6790049.25
Hane,2017,4,479611.25,6721863.75
Hona,2017,2,571534.3333333334,6740585.666666667
Hona,2017,6,491726.375,6792308.375
Hane,2017,1,485327,6773431
Hona,2017,1,477715,6742110
Hane,2017,1,369904,6866147
Hane,2017,1,369904,6866147
Hane,2017,1,371147,6866789
Hane,2017,1,551507,6742719
Hona,2017,1,476138,6796539
Hona,2017,1,369904,6866147
Hona,2017,1,369904,6866147
Hona,2017,1,393748,6866937
Hane,2017,1,534122,6741099
Hona,2017,1,498158,6754243
Hona,2017,1,476412,6797005
Hona,2017,1,380499,6864102
Hona,2017,1,550726.5,6742945.5
Hona,2017,1,537384,6751323
Hane,2017,1,407119,6852202
Hane,2017,3,499570.75,6763510.25
Hona,2017,1,500791,6804068
Hona,2017,1,536069,6753274
Hane,2017,2,424219,6744161.5
Hona,2017,1,504149,6800575
Hane,2017,1,492021,6791098
Hane,2017,1,472248,6669095
Hane,2017,1,480081,6762671
Hona,2017,1,503318,6787541
Hona,2017,1,513233,6795377
Hane,2017,1,563488,6734009
Hona,2017,1,535052,6783123
Hona,2017,3,546334.5,6741968
Hane,2017,2,433721.5,6740617.5
Hane,2017,1,547048,6745610
Hona,2017,1,483550,6802307
Hona,2017,3,534694.3333333334,6765835
Hona,2017,1,513657,6807215
Hona,2017,3,392177.25,6874961.5
Hona,2017,3,533571.6666666666,6785858
Hane,2017,2,492051,6767932
Hona,2017,1,446366,6803817
Hona,2017,3,477977.75,6807485.25
Hona,2017,2,512275.25,6766001.5
Hona,2017,1,524599,6747074
Hane,2017,2,509685,6743505
Hane,2017,1,456405,6782092
Hane,2017,3,495985.25,6789333.25
Hona,2017,1,380568,6882022
Hona,2017,4,480444,6826027.6
Hona,2017,1,405354,6826617
Hona,2017,2,505351,6816867.5
Hona,2017,1,525002,6746483
Hona,2017,1,420174,6805354
Hona,2017,1,410652,6825212
Hona,2017,1,451700,6817625
Hona,2017,1,431128,6801662
Hona,2017,2,496193.3333333333,6757768
Hona,2017,3,520358.3333333333,6801954.333333333
Hona,2017,1,380550,6882143
Hona,2017,2,547937.5,6762736.5
Hona,2017,4,539144.75,6791051.75
Hane,2017,1,522198,6660120
Hona,2017,3,483025.5,6764274.25
Hane,2017,2,447321.5,6733968
Hona,2017,3,442954.5,6801078.166666667
Hane,2017,2,527774.5,6774615.5
Hona,2017,3,497082.6666666667,6753531
Hona,2017,1,387165,6830817
Hona,2017,3,526332.3333333334,6788954.333333333
Hona,2017,3,380602.6666666667,6880930.833333333
Hane,2017,1,571952,6738229
Hane,2017,2,438391,6799949.5
Hona,2017,3,460022.6,6794817.8
Hona,2017,5,520946.8888888889,6797117
Hona,2017,1,435267,6798988
Hane,2017,3,516176.75,6752209.25
Hane,2017,1,402244,6817929
Hane,2017,1,444256,6767510
Hane,2017,2,447662,6767361
Hona,2017,1,370575,6847308
Hona,2017,1,494282,6798744
Hona,2017,5,510200.875,6791886.125
Hona,2017,1,555721,6749148
Hona,2017,1,468990,6799831
Hona,2017,2,391315.5,6810671.5
Hane,2017,1,528008,6755780
Hane,2017,2,562579.6666666666,6720784.666666667
Hane,2017,4,458024.75,6671581.25
Hane,2017,1,459301,6801686
Hane,2017,1,464731,6795780
Hona,2017,3,471099.6666666667,6784702.333333333
Hane,2017,1,476046,6719089
Hona,2017,1,376779,6869115
Hane,2017,2,380772.3333333333,6883826.333333333
Hona,2017,1,427389,6781999
Hona,2017,1,425228,6771359
Hona,2017,1,457722,6741529
Hona,2017,1,412858,6795559
Hona,2017,4,545307.75,6765427.75
Hane,2017,7,490427.375,6691962.25
Hane,2017,2,406775.5,6820059.5
Hane,2017,5,519695,6795480.125
Hona,2017,3,364427.6666666667,6864045.666666667
Hona,2017,1,421036,6832138
Hane,2017,2,515648,6768772
Hona,2017,1,520004,6801111
Hona,2017,11,545874.3571428572,6751112.214285715
Hane,2017,3,521921.25,6802916
Hane,2017,2,391681.5,6870193
Hona,2017,1,515639,6801534
Hane,2017,2,487638.5,6814442
Hona,2017,1,381294,6890913
Hane,2017,2,443256.5,6756788
Hona,2017,1,438951,6811201
Hane,2017,7,536931,6741209
Hona,2017,3,548513.3333333334,6748631.666666667
Hona,2017,1,413995,6824320
Hona,2017,2,455502.5,6805057
Hona,2017,2,512757.5,6806166.5
Hona,2017,2,490133,6799283.5
Hane,2017,4,570308,6730993.428571428
Hona,2017,1,538217,6751139
Hona,2017,10,539810,6734057.461538462
Hane,2017,5,369364.4,6870304.4
Hona,2017,4,536360.8,6753834
Hane,2017,1,408139,6806348
Hane,2017,6,364369.28571428574,6870463.714285715
Hona,2017,2,406639.5,6824759.5
Hona,2017,7,364465.54545454547,6869241.454545454
Hane,2017,4,458772.5,6732225.666666667
Hona,2017,1,457782,6803807
Hane,2017,4,520140.6666666667,6802917.166666667
Hona,2017,7,439121.3076923077,6740329.692307692
Hona,2017,8,541493.6666666666,6774224.916666667
Hona,2017,2,544565,6736988
Hona,2017,3,474018.6666666667,6784972.666666667
Hona,2017,3,482465.3333333333,6794848
Hane,2017,4,484532,6759725.25
Hane,2017,4,547867.75,6744526.25
Hona,2017,1,444573,6814263
Hona,2017,6,462188.8333333333,6794624.166666667
Hane,2017,2,537786,6763878
Hona,2017,4,528947.75,6743511.75
Hona,2017,5,509186.5,6810299.833333333
Hona,2017,4,510898.8,6797363.6
Hona,2017,5,529298.125,6729235.5
Hona,2017,3,526320.5,6779217.75
Hona,2017,6,537384.8571428572,6747402.285714285
Hona,2017,2,452277.75,6799640.25
Hona,2017,3,462956.3333333333,6809385.333333333
Hona,2017,4,384754,6836443.25
Hona,2017,2,383360.5,6851682.5
Hane,2017,3,384332,6831627.666666667
Hona,2017,3,387147.125,6824929.25
Hane,2017,2,427343.3333333333,6795720.666666667
Hane,2017,9,376581.3,6847258.5
Hane,2017,8,534823.2307692308,6813599.461538462
Hona,2017,11,602058.3846153846,6733611.384615385
Hona,2017,1,548818,6778833
Hona,2017,3,527536.6666666666,6842658.333333333
Hona,2017,9,579044.0833333334,6782366.666666667
Hane,2017,3,578019,6744787.333333333
Hane,2017,5,521489.8333333333,6840446.833333333
Hane,2017,6,571623.1666666666,6766788.333333333
Hona,2017,9,540990.6,6857626.3
Hane,2017,5,513071.1666666667,6832796.666666667
Hane,2017,3,531959,6843920.333333333
Hona,2017,1,485480,6858121
Hona,2017,2,537493,6838182
Hona,2017,1,532234,6843634
Hane,2017,6,597451.375,6764876.625
Hona,2017,3,534971.5,6845778.75
Hona,2017,1,573193,6805329
Hona,2017,1,511255,6840390
Hona,2017,1,539748,6791956
Hona,2017,2,532231.5,6853093.5
Hane,2017,1,524462,6838206
Hane,2017,1,525891,6900538
Hane,2017,1,566193,6807003
Hane,2017,1,576767,6730307
Hona,2017,1,490498,6859115
Hona,2017,1,548818,6778931
Hane,2017,2,599932.5,6782842
Hona,2017,2,568632,6784110.5
Hane,2017,4,493095.4,6837931.8
Hane,2017,1,562881,6799021
Hane,2017,1,563559,6760507
Hona,2017,1,526753,6856717
Hane,2017,2,490610,6838627
Hane,2017,2,597063,6734918
Hona,2017,2,523269,6803988.5
Hane,2017,1,598726,6765517
Hane,2017,1,608139,6743620
Hane,2017,1,557593,6840015
Hona,2017,1,550995,6816288
Hona,2017,2,566206.5,6792616.5
Hona,2017,1,568787,6872210
Hona,2017,1,516002,6835902
Hane,2017,1,584319,6725664
Hane,2017,1,592780,6780221
Hane,2017,3,588540,6768853.2
Hona,2017,3,547896.6666666666,6797575.666666667
Hane,2017,3,514374,6858558.666666667
Hona,2017,1,519977,6812952
Hane,2017,3,546607,6867524.666666667
Hane,2017,2,575544,6727503
Hona,2017,1,571216,6891729
Hona,2017,2,550223.5,6832450
Hane,2017,1,539567,6833894
Hane,2020,1,521859,6941891
Hona,2017,1,498504,6859425
Hona,2017,1,576871,6736889
Hane,2017,1,527959,6880173
Hona,2017,1,600540,6782448
Hane,2017,1,541184,6793574
Hona,2017,1,500004,6855481
Hane,2017,2,569166.6666666666,6810513
Hona,2017,3,511124.3333333333,6840734.333333333
Hona,2017,1,530151,6861837
Hona,2017,4,505650.875,6860635.875
Hona,2020,1,505543,6869774
Hane,2017,4,546635.75,6790876
Hane,2017,1,533809,6809627
Hona,2017,2,587576.5,6761326.5
Hane,2017,1,478756,6839656
Hane,2017,1,579865,6785213
Hane,2017,6,609874.1666666666,6888670.333333333
Hane,2017,1,511078,6864770
Hona,2017,3,504397,6829253.333333333
Hane,2017,1,508808,6865825
Hane,2017,2,527267,6858932
Hane,2017,1,581881,6874878
Hane,2017,2,586358.5,6743716
Hane,2017,2,602389.3333333334,6762375.333333333
Hane,2017,4,531115.75,6896935
Hane,2017,2,525742.5,6843807
Hona,2017,1,516186,6846905
Hane,2017,1,520903,6853381
Hane,2020,1,554457,6917314
Hane,2017,1,532102,6791941
Hane,2017,1,571441,6797183
Hona,2017,1,507765,6874462
Hane,2017,1,552841,6765796
Hane,2017,1,570586,6890390
Hona,2017,1,520271,6857732
Hane,2017,2,535219.5,6795717.5
Hane,2017,4,483678.6,6845122.6
Hane,2020,7,571184.8571428572,6984257.142857143
Hane,2017,1,500202,6853952
Hane,2017,3,532759.25,6797369
Hane,2017,2,600214,6774053.5
Hane,2017,2,588394,6760340.5
Hona,2017,7,571713.5714285715,6793689.285714285
Hane,2017,2,525729,6876734
Hane,2020,4,553036,6923977.8
Hona,2017,1,522582,6866243
Hane,2017,2,596758.5,6769936.5
Hona,2017,3,516301.6666666667,6809369
Hona,2017,1,521047,6867082
Hona,2017,1,579234,6767739
Hona,2017,1,545320,6881964
Hane,2017,1,546175,6832165
Hane,2017,2,536475.5,6798313
Hane,2017,5,597036.8,6769818.4
Hane,2017,1,574825,6728072
Hane,2017,2,512449,6848625.75
Hane,2017,1,545635,6861621
Hane,2017,2,591292.6666666666,6769524.333333333
Hane,2017,3,545114.3333333334,6801510.333333333
Hona,2017,1,543860,6802807
Hane,2017,1,577763,6785693
Hona,2017,4,597168.75,6767065.5
Hane,2017,1,501232,6858474
Hane,2017,1,555949,6839671
Hane,2020,3,499534.4,6882713
Hane,2017,5,508315.2,6822418
Hane,2017,4,517261.5,6840160.5
Hane,2017,2,557354,6866158.5
Hane,2020,3,539078,6923720.333333333
Hane,2017,1,494180,6834596
Hona,2017,1,552285,6876630
